Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842438,d,2022-01-05 10:04:20.500,37.65082526,,1.255010148,29.10474028,,7.26345165,,38,,,,,0.496026881,,,,,,,,,,6.032003498,,,,,,,,28.04874458,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842439,d,2022-01-05 10:04:21.250,38.61430261,,1.328756737,29.11483898,,7.271690313,,39,,,,,0.497847484,,,,,,,,,,6.024151086,,,,,,,,28.05240162,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842440,d,2022-01-05 10:04:22.000,39.64829953,,1.388065584,29.12069888,,7.2761576,,40,,,,,0.493214542,,,,,,,,,,6.013949849,,,,,,,,28.05457834,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842441,d,2022-01-05 10:04:22.750,40.68684314,,1.404832909,29.12871157,,7.282750563,,41,,,,,0.491159471,,,,,,,,,,6.001712849,,,,,,,,28.05731784,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842442,d,2022-01-05 10:04:23.417,41.6304509,,1.430222707,29.1424961,,7.293739375,,42,,,,,0.484887469,,,,,,,,,,5.990277094,,,,,,,,28.06266536,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842443,d,2022-01-05 10:04:24.083,42.59056801,,1.424781778,29.16569692,,7.30508625,,43,,,,,0.475831585,,,,,,,,,,5.979274951,,,,,,,,28.07771253,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842444,d,2022-01-05 10:04:24.750,43.5296619,,1.41817361,29.17107386,,7.302337563,,44,,,,,0.478800957,,,,,,,,,,5.969317235,,,,,,,,28.08525918,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842445,d,2022-01-05 10:04:25.500,44.61193262,,1.447686149,29.16750394,,7.29051545,,45,,,,,0.48826834,,,,,,,,,,5.959147413,,,,,,,,28.09060067,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842446,d,2022-01-05 10:04:26.250,45.694741,,1.439589724,29.16408315,,7.28421175,,46,,,,,0.489826263,,,,,,,,,,5.949394267,,,,,,,,28.09162646,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842447,d,2022-01-05 10:04:26.917,46.64795761,,1.430184412,29.16082871,,7.28060175,,47,,,,,0.500425039,,,,,,,,,,5.940890555,,,,,,,,28.09069823,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842448,d,2022-01-05 10:04:27.583,47.59759652,,1.429139352,29.16238982,,7.280448813,,48,,,,,0.498903475,,,,,,,,,,5.931902972,,,,,,,,28.09208467,,,,,,,,,,,,,,,,,
